name,record,height,weight,reach,stance,dob
Christina Marks,8-9-0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985"
Brendon Marotte,8-2-0,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 12, 1996"
Nate Marquardt,35-19-2,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979"
Danilo Marques,11-4-0,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985"
Julian Marquez,9-4-0,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990"
Carmelo Marrero,16-6-0 (1 NC),"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981"
Cesar Marscucci,3-2-0,--,--,--,,--
John Marsh,8-7-0,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970"
CJ Marsh,5-7-0,--,--,--,,--
Eliot Marshall,10-4-0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980"
Doug Marshall,18-8-0,"5' 10""",205 lbs.,--,Orthodox,"Sep 09, 1975"
David Marshall,8-4-0,"6' 2""",170 lbs.,--,,"Aug 24, 1984"
Francis Marshall,7-2-0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999"
Jack Marshman,23-10-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
Terry Martin,23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980"
Eric Martin,0-1-0,--,--,--,,--
Justin Martin,4-3-0,"6' 0""",185 lbs.,--,,--
Dave Martin,0-2-0,"6' 0""",205 lbs.,--,,--
Joe Martin,6-8-0,"5' 9""",170 lbs.,--,,--
Anthony Rocco Martin,17-6-0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989"
Mallory Martin,7-5-0,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994"
Michal Martinek,7-1-0,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990"
Rainy Martinez,0-2-0,"6' 0""",199 lbs.,--,Orthodox,--
Danny Martinez,21-8-0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985"
Alonzo Martinez,42-20-1,"5' 10""",155 lbs.,--,,"Apr 22, 1984"
Henry Martinez,9-4-0,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983"
Jonathan Martinez,19-4-0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994"
Poppies Martinez,29-11-0,"5' 9""",145 lbs.,--,,"Aug 19, 1983"
Andrew Martinez,9-6-0,"5' 9""",215 lbs.,--,,--
Mana Martinez,10-4-0,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996"
Victor Martinez,13-5-0,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991"
Roque Martinez,15-8-2,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986"
Melissa Martinez,7-1-0,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997"
Wagner da Conceicao Martins,9-8-0 (1 NC),"6' 7""",390 lbs.,--,Orthodox,"May 19, 1978"
Adriano Martins,28-9-0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982"
Lucas Martins,19-3-0,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988"
Max Martyniouk,1-1-0,--,155 lbs.,--,,--
Bristol Marunde,16-10-0,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982"
Shoji Maruyama,12-9-1,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983"
Kazuma Maruyama,11-7-0,"5' 11""",155 lbs.,"72""",Orthodox,"Jul 19, 1992"
Mike Massenzio,13-9-0,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982"
Jameel Massouh,26-9-0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984"
Tiffany Masters,2-1-0,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994"
Jorge Masvidal,35-17-0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984"
Al Matavao,8-3-0,"5' 8""",205 lbs.,"67""",Orthodox,"Feb 23, 1994"
Tateki Matsuda,13-8-0,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986"
Daijiro Matsui,13-29-7,"5' 9""",200 lbs.,--,Orthodox,"Dec 05, 1972"
Koichiro Matsumoto,15-3-1,"5' 7""",145 lbs.,--,,"Mar 07, 1986"
Jean Matsumoto,14-0-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999"
Koyomi Matsushima,13-6-0,"5' 7""",145 lbs.,"66""",Orthodox,"Oct 08, 1992"
Naoki Matsushita,12-16-11,"5' 6""",155 lbs.,--,Orthodox,--
AJ Matthews,8-7-0,"5' 11""",185 lbs.,--,,--
Jake Matthews,19-7-0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
Connor Matthews,7-1-0,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992"
Claudio Mattos,5-4-0,--,185 lbs.,--,Orthodox,--
John Matua,1-4-0,"6' 2""",400 lbs.,--,Orthodox,--
Francesco Maturi,0-1-0,--,--,--,,--
Vladimir Matyushenko,27-8-0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971"
Miranda Maverick,14-5-0,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997"
Nick Maximov,8-2-0,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997"
Elaina Maxwell,7-4-0,"5' 8""",145 lbs.,--,Orthodox,"Dec 16, 1978"
Jeremy May,13-10-0 (1 NC),"6' 1""",185 lbs.,--,,"Oct 23, 1986"
Jack May,9-3-0,"6' 8""",255 lbs.,--,Switch,"Apr 14, 1981"
Don'Tale Mayes,10-6-0 (1 NC),"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992"
Gray Maynard,13-7-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
Brooke Mayo,0-1-0,"5' 7""",125 lbs.,--,,--
Gina Mazany,7-6-0,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988"
Sabina Mazo,9-4-0,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997"
Scott McAfee,14-7-0,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983"
Bobby McAndrews,1-3-0,--,--,--,Orthodox,--
Michael McBride,8-3-0,"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986"
Ian McCall,13-5-1,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
Molly McCann,13-6-0,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990"
Charles McCarthy,10-5-0,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980"
Sean McCorkle,17-7-0,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976"
Kris McCray,8-5-0,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981"
Tamdan McCrory,14-5-0,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986"
Rob McCullough,19-8-0,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977"
Justin McCully,11-5-2,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976"
Robert McDaniel,28-10-0,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983"
Michael McDonald,1-1-0,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965"
Scott McDonald,1-0-0,--,--,--,,--
Michael McDonald,17-4-0,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
Josh McDonald,9-5-0 (1 NC),--,185 lbs.,--,,--
Miles McDonald,2-1-0,"5' 7""",115 lbs.,--,,"Aug 13, 1991"
Justin McElfresh,6-4-0,"6' 6""",205 lbs.,--,Orthodox,"Jan 04, 1980"
Drew McFedries,12-7-0,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978"
Liam McGeary,12-2-0,"6' 6""",205 lbs.,--,,"Oct 04, 1982"
Gan McGee,13-5-0,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976"
Court McGee,22-12-0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984"
Marcus McGhee,9-1-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990"
Ryan McGillivray,12-0-1,"5' 11""",170 lbs.,--,,"Sep 27, 1986"
Ryan McGivern,13-7-0,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980"
Jack McGlaughlin,1-4-0,--,--,--,Orthodox,--
Conor McGregor,22-6-0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988"
Greg McIntyre,6-4-0,"5' 10""",155 lbs.,--,Orthodox,"Apr 21, 1980"
Antonio McKee,29-6-2,"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970"
AJ McKee,8-0-0,"5' 10""",145 lbs.,--,,--
Rhys McKee,10-5-1,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995"
Cory McKenna,8-2-0,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999"
Tim McKenzie,14-9-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982"
Cody McKenzie,16-10-0,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987"
Terrance McKinney,15-6-0,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994"
Brian McLaughlin,6-2-0,"5' 9""",155 lbs.,--,,"May 12, 1984"
Jason McLean,6-7-0,"5' 5""",145 lbs.,--,,--
Garreth McLellan,13-6-0,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
Sara McMann,13-6-0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980"
James McSweeney,15-15-0,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980"
Charles McTorry,3-0-0,--,--,--,,--
Daniel McWilliams,15-37-0,"6' 1""",185 lbs.,--,,--
Tim Means,33-15-1 (1 NC),"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984"
Yancy Medeiros,15-8-0 (1 NC),"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987"
Anistavio Medeiros,19-10-0,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988"
Kaline Medeiros,8-5-0,"5' 3""",115 lbs.,--,,--
Marquel Mederos,8-1-0,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996"
Uros Medic,9-2-0,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993"
Todd Medina,11-9-0 (1 NC),"5' 10""",193 lbs.,--,Southpaw,--
Jason Medina,21-15-1,"5' 9""",180 lbs.,--,,--
Jose Medina,11-3-0,"6' 0""",205 lbs.,"74""",Orthodox,"May 17, 1991"
Emil Meek,9-5-1 (1 NC),"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988"
Sanford Alton Meeks,1-1-0,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994"
Gerald Meerschaert,35-17-0,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
Frank Megallon,2-3-0,"5' 10""",185 lbs.,--,Southpaw,--
Derrick Mehmen,19-9-0,"6' 4""",205 lbs.,--,,"May 30, 1985"
Miika Mehmet,3-5-0,--,205 lbs.,--,Orthodox,--
Jordan Mein,31-12-0,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989"
Bryce Mejia,3-1-0,"6' 1""",170 lbs.,--,,--
Brian Melancon,7-3-0,"5' 8""",170 lbs.,--,Orthodox,"May 28, 1982"
Brandon Melendez,25-25-0,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983"
Gilbert Melendez,22-8-0,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
Nair Melikyan,11-0-0,"5' 6""",155 lbs.,--,,"Aug 08, 1997"
Marcelo Mello,1-0-0,"5' 7""",170 lbs.,--,Southpaw,--
Fabio Mello,11-8-0,"5' 5""",155 lbs.,--,Southpaw,--
Vanessa Melo,11-8-0,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988"
Antonio Mendes,18-13-0,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981"
Chad Mendes,18-5-0,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985"
Augusto Mendes,6-2-0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983"
Eddie Mendez,8-3-1 (1 NC),"5' 10""",185 lbs.,--,,"Jan 16, 1984"
Mateus Mendonca,10-2-0,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999"
Luis Mendoza,0-1-0,--,155 lbs.,--,,--
Pietro Menga,13-0-0,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988"
Alonzo Menifield,15-3-1,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987"
Ivan Menjivar,25-12-0,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
Dave Menne,45-17-2,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974"
Steve Mensing,9-13-2 (1 NC),"5' 11""",185 lbs.,--,Orthodox,"Dec 06, 1977"
Buck Meredith,3-3-0,"6' 2""",185 lbs.,--,,"May 17, 1982"
Adam Meredith,5-3-0,"6' 2""",170 lbs.,--,,--
Nick Meregali,0-0-0,--,--,--,,--
Joe Merritt,7-2-0,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984"
Jeremiah Metcalf,13-7-0,"6' 1""",185 lbs.,--,Orthodox,--
Jonathan Meunier,8-1-0,"6' 3""",170 lbs.,--,Switch,"Aug 04, 1987"
Yaotzin Meza,21-11-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981"
Guy Mezger,30-14-2,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968"
Brandon Michaels,4-14-0,"5' 9""",185 lbs.,--,,--
Andreas Michailidis,13-6-0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988"
David Michaud,11-3-0,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988"
Chris Mickle,30-21-2 (1 NC),"5' 9""",145 lbs.,--,Orthodox,"Jul 10, 1983"
Zachary Micklewright,15-3-0,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976"
Kristof Midoux,6-10-0,"6' 1""",220 lbs.,--,Orthodox,"Jul 30, 1974"
Keith Mielke,0-5-0,"5' 8""",185 lbs.,--,,--
Chris Mierzwiak,5-3-0,"6' 1""",185 lbs.,--,,"Feb 14, 1988"
Gabriel Miglioli,9-9-0,"5' 8""",170 lbs.,--,,--
Bojan Mihajlovic,10-6-0,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980"
Billy Miles,2-2-0,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978"
Pat Miletich,29-7-2,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968"
Curtis Millender,17-5-0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987"
Phillip Miller,16-0-0,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979"
Jason Miller,23-10-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Dec 24, 1980"
Dan Miller,14-8-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981"
Jim Miller,37-17-0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983"
Cole Miller,21-11-0 (1 NC),"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984"
Henry Miller,6-16-0 (1 NC),"5' 7""",270 lbs.,--,Southpaw,"Jul 16, 1969"
Micah Miller,20-8-0 (1 NC),"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987"
Aaron Miller,14-10-0 (1 NC),"5' 9""",145 lbs.,--,,--
Mo Miller,6-0-0,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992"
Juliana Miller,4-3-0,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996"
Eddy Millis,0-2-0,"6' 1""",185 lbs.,--,,--
Che Mills,16-10-0 (3 NC),"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982"
Adam Milstead,8-4-0,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987"
Alberto Mina,13-1-0,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982"
Vitaly Minakov,20-0-0,"6' 2""",249 lbs.,--,,"Feb 06, 1985"
Darrick Minner,26-14-0,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990"
Mike Minniger,0-0-0,--,--,--,,--
Ikuhisa Minowa,60-42-8,"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976"
Carlton Minus,10-3-0 (1 NC),"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993"
Stipe Miocic,20-4-0,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982"
Frank Mir,18-11-0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979"
Juan Miranda,7-5-0,--,155 lbs.,--,,--
Mario Miranda,14-7-0,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979"
Vitor Miranda,12-5-0,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979"
Gabriel Miranda,17-6-0,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990"
Damir Mirenic,9-4-0,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974"
Kazuo Misaki,25-11-2 (1 NC),"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976"
Toby Misech,9-5-0,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988"
Dokonjonosuke Mishima,21-7-2,"5' 7""",155 lbs.,--,Southpaw,"Apr 19, 1972"
Felix Lee Mitchell,2-7-0,--,--,--,Orthodox,--
David Mitchell,22-7-0,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979"
Danny Mitchell,19-9-1,"6' 2""",170 lbs.,--,Orthodox,"Aug 08, 1986"
Brad Mitchell,4-2-0 (1 NC),"5' 11""",145 lbs.,--,,"Oct 10, 1974"
Clay Mitchell,1-2-0,"6' 2""",185 lbs.,--,,--
Bryce Mitchell,16-3-0,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994"
Maurice Mitchell,11-2-0,"5' 9""",145 lbs.,--,Orthodox,"Jun 29, 1987"
Terrence Mitchell,14-4-0,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989"
Roman Mitichyan,8-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978"
Matt Mitrione,12-5-0,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978"
Eiji Mitsuoka,18-9-2,"5' 7""",145 lbs.,--,Southpaw,"Jan 01, 1976"
Hiromitsu Miura,12-7-0,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
Jonathan  Mix,7-4-0,"6' 0""",168 lbs.,--,,"Nov 09, 1980"
Tomoya Miyashita,17-9-7,"5' 7""",139 lbs.,--,Southpaw,--
Kazuyuki Miyata,15-9-0,"5' 8""",139 lbs.,--,Orthodox,--
Motoki Miyazawa,7-3-0,"5' 11""",168 lbs.,--,Southpaw,--
Takeya Mizugaki,21-11-2,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983"
Mizuki,15-6-0,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994"
Tatsuya Mizuno,16-12-1,"6' 1""",205 lbs.,--,Southpaw,"Jun 02, 1981"
Roxanne Modafferi,25-21-0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982"
Bobby Moffett,13-5-0 (1 NC),"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990"
Bronson Mohika,1-1-0,--,135 lbs.,--,,--
Nate Mohr,9-7-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983"
Renato Moicano,17-5-1,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989"
Thiago Moises,17-7-0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995"
Muhammad Mokaev,11-0-0 (1 NC),"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000"
Ashkan Mokhtarian,13-3-0,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985"
Suman Mokhtarian,8-5-0,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992"
Dan Molina,13-9-0,"5' 10""",216 lbs.,--,,"Jun 14, 1984"
Jeff Molina,11-2-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997"
Rudyard Moncayo,0-3-0,"5' 10""",195 lbs.,--,Orthodox,--
Hidetaka Monma,18-11-4,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973"
Jeff Monson,60-26-1,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
Darrell Montague,13-5-0,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987"
Andrew Montanez,9-12-1,--,185 lbs.,--,,--
Augusto Montano,15-3-0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984"
Erick Montano,7-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985"
Nicco Montano,5-3-0,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988"
Alberto Montes,4-0-0,"5' 7""",135 lbs.,--,,"May 31, 1994"
Steve Montgomery,9-5-0,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990"
James Moontasri,9-5-0,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
Homer Moore,26-9-2,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971"
Todd Moore,16-7-0,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983"
Nate Moore,8-4-0,"6' 0""",170 lbs.,--,,--
Dustin Moore,0-2-0,"5' 4""",125 lbs.,--,,--
Taylor Moore,10-5-0,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993"
Sergio Moraes,14-6-1,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982"
Marlon Moraes,23-10-1,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
Sheymon Moraes,11-4-0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990"
John Moraga,19-7-0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984"
Ricardo Morais,10-4-1,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967"
Leonardo Morales,6-2-0,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992"
Albert Morales,7-4-1,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991"
Joseph Morales,9-2-0,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
Vince Morales,11-7-0,"5' 9""",135 lbs.,"70""",Orthodox,"Nov 12, 1990"
Omar Morales,11-4-0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985"
Michael Morales,16-0-0,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999"
Sarah Moras,6-8-0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988"
Christian Morecraft,8-3-0,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986"
Joe Moreira,2-2-0,"5' 11""",195 lbs.,--,Southpaw,--
Richardson Moreira,7-4-0,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984"
Gisele Moreira,8-3-0,"5' 6""",135 lbs.,--,Orthodox,"Jan 14, 1981"
Vinicius Moreira,9-5-0,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989"
Jesse Moreng,9-1-0,"5' 7""",145 lbs.,--,Orthodox,"Nov 09, 1979"
Brandon Moreno,21-7-2,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993"
Mike Moreno,6-5-0,"6' 0""",185 lbs.,--,,--
Dan Moret,13-6-0,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986"
Sammy Morgan,18-12-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981"
Peggy Morgan,4-4-0,"6' 1""",135 lbs.,--,,"Dec 16, 1979"
Alexander Morgan,11-5-0,"5' 10""",145 lbs.,"71""",Orthodox,"May 14, 1991"
Alex Morono,23-9-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990"
Maryna Moroz,11-5-0,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
Sergey Morozov,19-5-0,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989"
Brad Morris,10-6-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979"
Scott Morris,2-1-0,"5' 10""",210 lbs.,--,Orthodox,--
Anthony Morrison,20-12-0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Mar 29, 1984"
Jack Morrison,0-3-0,"5' 11""",205 lbs.,--,,--
Harry Moskowitz,6-12-0,"6' 5""",275 lbs.,--,Orthodox,--
Carlos Mota,8-2-0,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995"
Juan Mott,3-4-0,"6' 0""",190 lbs.,--,Switch,--
Nikolas Motta,14-5-0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993"
Flavio Luiz Moura,19-7-0,"5' 11""",183 lbs.,--,Open Stance,--
Eduarda Moura,10-0-0,"5' 6""",115 lbs.,"66""",Orthodox,"Feb 28, 1994"
Gegard Mousasi,42-6-2,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
Kris Moutinho,9-6-0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992"
Kin Moy,8-3-0,"5' 5""",135 lbs.,--,,--
Jamie Moyle,4-3-0,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
Askar Mozharov,19-13-0,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994"
Garrett Mueller,3-3-0,"5' 9""",135 lbs.,--,,"Jan 29, 1989"
Lauren Mueller,5-3-0,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991"
Belal Muhammad,23-3-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988"
Fazlo Mulabitinovic,4-2-0,--,135 lbs.,--,,--
Quinn Mulhern,18-4-0,"6' 3""",155 lbs.,--,Orthodox,"Sep 20, 1984"
James Mulheron,11-2-0,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
Jamie Mullarkey,17-7-0,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994"
Jim Mullen,0-2-0,"6' 1""",215 lbs.,--,Southpaw,--
Pedro Munhoz,20-8-0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986"
Andre Muniz,24-6-0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990"
Mark Munoz,14-6-0,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978"
Alexander Munoz,7-2-0,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990"
Johnny Munoz,12-4-0,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 16, 1993"
Andy Murad,15-2-0,"5' 9""",185 lbs.,--,,--
Olivier Murad,6-0-0,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993"
Makhmud Muradov,26-8-0,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990"
Kazunari Murakami,5-5-0,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973"
